location_name,joinpoint_model,aapc_index,start_obs,end_obs,aapc,aapc_c_i_low,aapc_c_i_high,statistically_significant_0_no_1_yes,test_statistic,p_value,p_value_label,legend,Year,Value,max_joinpoints_setting,selected_joinpoints
Qatar,0,Full Range,2010,2023,-3.07,-3.26,-2.87,1,-33.902,0,***,"2010~2023
-3.07(-3.26~-2.87)***",2010~2023,-3.07 (-3.26~-2.87),0,0
Republic of Korea,0,Full Range,2010,2023,-2.65,-2.8,-2.51,1,-39.292,0,***,"2010~2023
-2.65(-2.80~-2.51)***",2010~2023,-2.65 (-2.80~-2.51),0,0
Republic of Moldova,0,Full Range,2010,2023,-3.26,-3.4,-3.12,1,-50.357,0,***,"2010~2023
-3.26(-3.40~-3.12)***",2010~2023,-3.26 (-3.40~-3.12),0,0
Romania,0,Full Range,2010,2023,-2.58,-2.72,-2.45,1,-40.591,0,***,"2010~2023
-2.58(-2.72~-2.45)***",2010~2023,-2.58 (-2.72~-2.45),0,0
Russian Federation,0,Full Range,2010,2023,-2.99,-3.17,-2.81,1,-35.784,0,***,"2010~2023
-2.99(-3.17~-2.81)***",2010~2023,-2.99 (-3.17~-2.81),0,0
Rwanda,0,Full Range,2010,2023,-2.6,-2.64,-2.55,1,-129.437,0,***,"2010~2023
-2.60(-2.64~-2.55)***",2010~2023,-2.60 (-2.64~-2.55),0,0
Saint Kitts and Nevis,0,Full Range,2010,2023,-2.01,-2.1,-1.93,1,-49.75,0,***,"2010~2023
-2.01(-2.10~-1.93)***",2010~2023,-2.01 (-2.10~-1.93),0,0
Saint Lucia,0,Full Range,2010,2023,-1.97,-2.06,-1.87,1,-45.191,0,***,"2010~2023
-1.97(-2.06~-1.87)***",2010~2023,-1.97 (-2.06~-1.87),0,0
Saint Vincent and the Grenadines,0,Full Range,2010,2023,-2.07,-2.23,-1.9,1,-26.717,0,***,"2010~2023
-2.07(-2.23~-1.90)***",2010~2023,-2.07 (-2.23~-1.90),0,0
Samoa,0,Full Range,2010,2023,-0.65,-0.77,-0.53,1,-11.905,0,***,"2010~2023
-0.65(-0.77~-0.53)***",2010~2023,-0.65 (-0.77~-0.53),0,0
San Marino,0,Full Range,2010,2023,-1.82,-1.84,-1.79,1,-157.694,0,***,"2010~2023
-1.82(-1.84~-1.79)***",2010~2023,-1.82 (-1.84~-1.79),0,0
Sao Tome and Principe,0,Full Range,2010,2023,-4.08,-4.22,-3.94,1,-61.236,0,***,"2010~2023
-4.08(-4.22~-3.94)***",2010~2023,-4.08 (-4.22~-3.94),0,0
Saudi Arabia,0,Full Range,2010,2023,-3.24,-3.39,-3.1,1,-47.587,0,***,"2010~2023
-3.24(-3.39~-3.10)***",2010~2023,-3.24 (-3.39~-3.10),0,0
Senegal,0,Full Range,2010,2023,-3.43,-3.68,-3.17,1,-28.713,0,***,"2010~2023
-3.43(-3.68~-3.17)***",2010~2023,-3.43 (-3.68~-3.17),0,0
Serbia,0,Full Range,2010,2023,-2.67,-2.76,-2.58,1,-63.404,0,***,"2010~2023
-2.67(-2.76~-2.58)***",2010~2023,-2.67 (-2.76~-2.58),0,0
Seychelles,0,Full Range,2010,2023,-0.49,-0.58,-0.39,1,-11.132,0,***,"2010~2023
-0.49(-0.58~-0.39)***",2010~2023,-0.49 (-0.58~-0.39),0,0
Sierra Leone,0,Full Range,2010,2023,-3.62,-3.79,-3.45,1,-45.24,0,***,"2010~2023
-3.62(-3.79~-3.45)***",2010~2023,-3.62 (-3.79~-3.45),0,0
Singapore,0,Full Range,2010,2023,-2.66,-2.8,-2.53,1,-42.697,0,***,"2010~2023
-2.66(-2.80~-2.53)***",2010~2023,-2.66 (-2.80~-2.53),0,0
Slovakia,0,Full Range,2010,2023,-2.54,-2.68,-2.42,1,-41.942,0,***,"2010~2023
-2.54(-2.68~-2.42)***",2010~2023,-2.54 (-2.68~-2.42),0,0
Slovenia,0,Full Range,2010,2023,-2.49,-2.67,-2.31,1,-29.871,0,***,"2010~2023
-2.49(-2.67~-2.31)***",2010~2023,-2.49 (-2.67~-2.31),0,0
Solomon Islands,0,Full Range,2010,2023,-0.59,-0.61,-0.56,1,-51.392,0,***,"2010~2023
-0.59(-0.61~-0.56)***",2010~2023,-0.59 (-0.61~-0.56),0,0
Somalia,0,Full Range,2010,2023,-2.54,-2.71,-2.37,1,-31.834,0,***,"2010~2023
-2.54(-2.71~-2.37)***",2010~2023,-2.54 (-2.71~-2.37),0,0
South Africa,0,Full Range,2010,2023,-0.27,-0.29,-0.26,1,-34.454,0,***,"2010~2023
-0.27(-0.29~-0.26)***",2010~2023,-0.27 (-0.29~-0.26),0,0
South Sudan,0,Full Range,2010,2023,-2.04,-2.09,-2,1,-97.348,0,***,"2010~2023
-2.04(-2.09~-2.00)***",2010~2023,-2.04 (-2.09~-2.00),0,0
Spain,0,Full Range,2010,2023,-2.55,-2.58,-2.52,1,-201.931,0,***,"2010~2023
-2.55(-2.58~-2.52)***",2010~2023,-2.55 (-2.58~-2.52),0,0
Sri Lanka,0,Full Range,2010,2023,0.26,0.18,0.34,1,7.536,0,***,"2010~2023
0.26(0.18~0.34)***",2010~2023,0.26 (0.18~0.34),0,0
Sudan,0,Full Range,2010,2023,-2.63,-2.68,-2.59,1,-128.442,0,***,"2010~2023
-2.63(-2.68~-2.59)***",2010~2023,-2.63 (-2.68~-2.59),0,0
Suriname,0,Full Range,2010,2023,-2.12,-2.14,-2.09,1,-199.346,0,***,"2010~2023
-2.12(-2.14~-2.09)***",2010~2023,-2.12 (-2.14~-2.09),0,0
Sweden,0,Full Range,2010,2023,-2.41,-2.46,-2.37,1,-119.285,0,***,"2010~2023
-2.41(-2.46~-2.37)***",2010~2023,-2.41 (-2.46~-2.37),0,0
Switzerland,0,Full Range,2010,2023,-1.87,-1.9,-1.85,1,-152.921,0,***,"2010~2023
-1.87(-1.90~-1.85)***",2010~2023,-1.87 (-1.90~-1.85),0,0
Syrian Arab Republic,0,Full Range,2010,2023,-2.12,-2.34,-1.89,1,-20.509,0,***,"2010~2023
-2.12(-2.34~-1.89)***",2010~2023,-2.12 (-2.34~-1.89),0,0
Taiwan,0,Full Range,2010,2023,-1.56,-1.63,-1.49,1,-49.9,0,***,"2010~2023
-1.56(-1.63~-1.49)***",2010~2023,-1.56 (-1.63~-1.49),0,0
Tajikistan,0,Full Range,2010,2023,-2.21,-2.25,-2.16,1,-99.668,0,***,"2010~2023
-2.21(-2.25~-2.16)***",2010~2023,-2.21 (-2.25~-2.16),0,0
Thailand,0,Full Range,2010,2023,-0.88,-0.91,-0.84,1,-54.23,0,***,"2010~2023
-0.88(-0.91~-0.84)***",2010~2023,-0.88 (-0.91~-0.84),0,0
Timor-Leste,0,Full Range,2010,2023,-0.26,-0.29,-0.22,1,-17.559,0,***,"2010~2023
-0.26(-0.29~-0.22)***",2010~2023,-0.26 (-0.29~-0.22),0,0
Togo,0,Full Range,2010,2023,-3.72,-3.9,-3.54,1,-44.557,0,***,"2010~2023
-3.72(-3.90~-3.54)***",2010~2023,-3.72 (-3.90~-3.54),0,0
Tokelau,0,Full Range,2010,2023,-1.07,-1.13,-1.02,1,-43.51,0,***,"2010~2023
-1.07(-1.13~-1.02)***",2010~2023,-1.07 (-1.13~-1.02),0,0
Tonga,0,Full Range,2010,2023,-0.78,-0.89,-0.68,1,-16.69,0,***,"2010~2023
-0.78(-0.89~-0.68)***",2010~2023,-0.78 (-0.89~-0.68),0,0
Trinidad and Tobago,0,Full Range,2010,2023,-2.23,-2.29,-2.17,1,-78.559,0,***,"2010~2023
-2.23(-2.29~-2.17)***",2010~2023,-2.23 (-2.29~-2.17),0,0
Tunisia,0,Full Range,2010,2023,-2.5,-2.54,-2.46,1,-131.779,0,***,"2010~2023
-2.50(-2.54~-2.46)***",2010~2023,-2.50 (-2.54~-2.46),0,0
Turkmenistan,0,Full Range,2010,2023,-2.54,-2.58,-2.49,1,-119.921,0,***,"2010~2023
-2.54(-2.58~-2.49)***",2010~2023,-2.54 (-2.58~-2.49),0,0
Tuvalu,0,Full Range,2010,2023,-0.75,-0.84,-0.66,1,-18.99,0,***,"2010~2023
-0.75(-0.84~-0.66)***",2010~2023,-0.75 (-0.84~-0.66),0,0
Türkiye,0,Full Range,2010,2023,-2.69,-2.8,-2.58,1,-53.233,0,***,"2010~2023
-2.69(-2.80~-2.58)***",2010~2023,-2.69 (-2.80~-2.58),0,0
Uganda,0,Full Range,2010,2023,-1.67,-1.83,-1.5,1,-21.955,0,***,"2010~2023
-1.67(-1.83~-1.50)***",2010~2023,-1.67 (-1.83~-1.50),0,0
Ukraine,0,Full Range,2010,2023,-1.9,-1.98,-1.82,1,-51.248,0,***,"2010~2023
-1.90(-1.98~-1.82)***",2010~2023,-1.90 (-1.98~-1.82),0,0
United Arab Emirates,0,Full Range,2010,2023,-2.49,-2.56,-2.42,1,-74.443,0,***,"2010~2023
-2.49(-2.56~-2.42)***",2010~2023,-2.49 (-2.56~-2.42),0,0
United Kingdom,0,Full Range,2010,2023,-2,-2.06,-1.94,1,-70.789,0,***,"2010~2023
-2.00(-2.06~-1.94)***",2010~2023,-2.00 (-2.06~-1.94),0,0
United Republic of Tanzania,0,Full Range,2010,2023,-3.33,-3.48,-3.18,1,-48.5,0,***,"2010~2023
-3.33(-3.48~-3.18)***",2010~2023,-3.33 (-3.48~-3.18),0,0
United States Virgin Islands,0,Full Range,2010,2023,-2.1,-2.15,-2.06,1,-94.258,0,***,"2010~2023
-2.10(-2.15~-2.06)***",2010~2023,-2.10 (-2.15~-2.06),0,0
United States of America,0,Full Range,2010,2023,1.4,1.06,1.75,1,8.874,0,***,"2010~2023
1.40(1.06~1.75)***",2010~2023,1.40 (1.06~1.75),0,0
Uruguay,0,Full Range,2010,2023,-1.91,-1.95,-1.86,1,-91.462,0,***,"2010~2023
-1.91(-1.95~-1.86)***",2010~2023,-1.91 (-1.95~-1.86),0,0
Uzbekistan,0,Full Range,2010,2023,-2.52,-2.58,-2.47,1,-106.476,0,***,"2010~2023
-2.52(-2.58~-2.47)***",2010~2023,-2.52 (-2.58~-2.47),0,0
Vanuatu,0,Full Range,2010,2023,-0.47,-0.54,-0.41,1,-16.098,0,***,"2010~2023
-0.47(-0.54~-0.41)***",2010~2023,-0.47 (-0.54~-0.41),0,0
Venezuela (Bolivarian Republic of),0,Full Range,2010,2023,-1.6,-1.73,-1.46,1,-25.479,0,***,"2010~2023
-1.60(-1.73~-1.46)***",2010~2023,-1.60 (-1.73~-1.46),0,0
Viet Nam,0,Full Range,2010,2023,-0.6,-0.62,-0.57,1,-47.571,0,***,"2010~2023
-0.60(-0.62~-0.57)***",2010~2023,-0.60 (-0.62~-0.57),0,0
Yemen,0,Full Range,2010,2023,-1.54,-1.65,-1.43,1,-30.275,0,***,"2010~2023
-1.54(-1.65~-1.43)***",2010~2023,-1.54 (-1.65~-1.43),0,0
Zambia,0,Full Range,2010,2023,-3.18,-3.2,-3.15,1,-281.67,0,***,"2010~2023
-3.18(-3.20~-3.15)***",2010~2023,-3.18 (-3.20~-3.15),0,0
Zimbabwe,0,Full Range,2010,2023,-3.79,-3.96,-3.62,1,-47.843,0,***,"2010~2023
-3.79(-3.96~-3.62)***",2010~2023,-3.79 (-3.96~-3.62),0,0
Afghanistan,1,Full Range,2010,2023,-3.32,-3.44,-3.2,1,-51.355,0,***,"2010~2023
-3.32(-3.44~-3.20)***",2010~2023,-3.32 (-3.44~-3.20),1,1
Albania,0,Full Range,2010,2023,-2.4,-2.43,-2.37,1,-169.044,0,***,"2010~2023
-2.40(-2.43~-2.37)***",2010~2023,-2.40 (-2.43~-2.37),1,0
Algeria,1,Full Range,2010,2023,-2.7,-2.73,-2.67,1,-172.921,0,***,"2010~2023
-2.70(-2.73~-2.67)***",2010~2023,-2.70 (-2.73~-2.67),1,1
American Samoa,1,Full Range,2010,2023,-0.55,-0.6,-0.5,1,-22.734,0,***,"2010~2023
-0.55(-0.60~-0.50)***",2010~2023,-0.55 (-0.60~-0.50),1,1
Andorra,1,Full Range,2010,2023,-1.95,-1.99,-1.91,1,-104.745,0,***,"2010~2023
-1.95(-1.99~-1.91)***",2010~2023,-1.95 (-1.99~-1.91),1,1
Angola,1,Full Range,2010,2023,-2.53,-2.71,-2.35,1,-27.791,0,***,"2010~2023
-2.53(-2.71~-2.35)***",2010~2023,-2.53 (-2.71~-2.35),1,1
Antigua and Barbuda,1,Full Range,2010,2023,-2.21,-2.24,-2.18,1,-141.55,0,***,"2010~2023
-2.21(-2.24~-2.18)***",2010~2023,-2.21 (-2.24~-2.18),1,1
Argentina,1,Full Range,2010,2023,-1.96,-1.99,-1.94,1,-154.285,0,***,"2010~2023
-1.96(-1.99~-1.94)***",2010~2023,-1.96 (-1.99~-1.94),1,1
Armenia,1,Full Range,2010,2023,-2.56,-2.65,-2.46,1,-51.18,0,***,"2010~2023
-2.56(-2.65~-2.46)***",2010~2023,-2.56 (-2.65~-2.46),1,1
Australia,1,Full Range,2010,2023,-1.51,-1.55,-1.47,1,-76.132,0,***,"2010~2023
-1.51(-1.55~-1.47)***",2010~2023,-1.51 (-1.55~-1.47),1,1
Austria,1,Full Range,2010,2023,-2.11,-2.14,-2.08,1,-132.151,0,***,"2010~2023
-2.11(-2.14~-2.08)***",2010~2023,-2.11 (-2.14~-2.08),1,1
Azerbaijan,1,Full Range,2010,2023,-2.66,-2.74,-2.58,1,-64.941,0,***,"2010~2023
-2.66(-2.74~-2.58)***",2010~2023,-2.66 (-2.74~-2.58),1,1
Bahamas,1,Full Range,2010,2023,-1.99,-2.04,-1.94,1,-70.571,0,***,"2010~2023
-1.99(-2.04~-1.94)***",2010~2023,-1.99 (-2.04~-1.94),1,1
Bahrain,1,Full Range,2010,2023,-2.53,-2.64,-2.43,1,-47.127,0,***,"2010~2023
-2.53(-2.64~-2.43)***",2010~2023,-2.53 (-2.64~-2.43),1,1
Bangladesh,1,Full Range,2010,2023,-3.5,-3.55,-3.45,1,-129.416,0,***,"2010~2023
-3.50(-3.55~-3.45)***",2010~2023,-3.50 (-3.55~-3.45),1,1
Barbados,1,Full Range,2010,2023,-2.07,-2.11,-2.03,1,-94.478,0,***,"2010~2023
-2.07(-2.11~-2.03)***",2010~2023,-2.07 (-2.11~-2.03),1,1
Belarus,1,Full Range,2010,2023,-3.14,-3.23,-3.06,1,-70.777,0,***,"2010~2023
-3.14(-3.23~-3.06)***",2010~2023,-3.14 (-3.23~-3.06),1,1
Belgium,1,Full Range,2010,2023,-2.31,-2.35,-2.27,1,-117.798,0,***,"2010~2023
-2.31(-2.35~-2.27)***",2010~2023,-2.31 (-2.35~-2.27),1,1
Belize,1,Full Range,2010,2023,-2.17,-2.21,-2.13,1,-96.864,0,***,"2010~2023
-2.17(-2.21~-2.13)***",2010~2023,-2.17 (-2.21~-2.13),1,1
Benin,1,Full Range,2010,2023,-3.4,-3.46,-3.34,1,-107.762,0,***,"2010~2023
-3.40(-3.46~-3.34)***",2010~2023,-3.40 (-3.46~-3.34),1,1
Bermuda,1,Full Range,2010,2023,-2.33,-2.38,-2.28,1,-89.724,0,***,"2010~2023
-2.33(-2.38~-2.28)***",2010~2023,-2.33 (-2.38~-2.28),1,1
Bhutan,0,Full Range,2010,2023,-3.27,-3.41,-3.14,1,-51.485,0,***,"2010~2023
-3.27(-3.41~-3.14)***",2010~2023,-3.27 (-3.41~-3.14),1,0
Bolivia (Plurinational State of),1,Full Range,2010,2023,-2.77,-2.92,-2.62,1,-35.482,0,***,"2010~2023
-2.77(-2.92~-2.62)***",2010~2023,-2.77 (-2.92~-2.62),1,1
Bosnia and Herzegovina,1,Full Range,2010,2023,-2.31,-2.39,-2.23,1,-55.534,0,***,"2010~2023
-2.31(-2.39~-2.23)***",2010~2023,-2.31 (-2.39~-2.23),1,1
Botswana,1,Full Range,2010,2023,-3.06,-3.23,-2.89,1,-35.591,0,***,"2010~2023
-3.06(-3.23~-2.89)***",2010~2023,-3.06 (-3.23~-2.89),1,1
Brazil,1,Full Range,2010,2023,-2.04,-2.06,-2.01,1,-154.436,0,***,"2010~2023
-2.04(-2.06~-2.01)***",2010~2023,-2.04 (-2.06~-2.01),1,1
Brunei Darussalam,1,Full Range,2010,2023,-1.97,-1.99,-1.95,1,-201.76,0,***,"2010~2023
-1.97(-1.99~-1.95)***",2010~2023,-1.97 (-1.99~-1.95),1,1
Bulgaria,1,Full Range,2010,2023,-2.58,-2.65,-2.51,1,-69.942,0,***,"2010~2023
-2.58(-2.65~-2.51)***",2010~2023,-2.58 (-2.65~-2.51),1,1
Burkina Faso,1,Full Range,2010,2023,-2.87,-2.96,-2.78,1,-61.191,0,***,"2010~2023
-2.87(-2.96~-2.78)***",2010~2023,-2.87 (-2.96~-2.78),1,1
Burundi,1,Full Range,2010,2023,-1.85,-1.92,-1.78,1,-49.907,0,***,"2010~2023
-1.85(-1.92~-1.78)***",2010~2023,-1.85 (-1.92~-1.78),1,1
Cabo Verde,0,Full Range,2010,2023,-3.62,-3.74,-3.49,1,-61.615,0,***,"2010~2023
-3.62(-3.74~-3.49)***",2010~2023,-3.62 (-3.74~-3.49),1,0
Cambodia,1,Full Range,2010,2023,-1.58,-1.62,-1.55,1,-88.795,0,***,"2010~2023
-1.58(-1.62~-1.55)***",2010~2023,-1.58 (-1.62~-1.55),1,1
Cameroon,1,Full Range,2010,2023,-3.77,-3.81,-3.74,1,-199.055,0,***,"2010~2023
-3.77(-3.81~-3.74)***",2010~2023,-3.77 (-3.81~-3.74),1,1
Canada,1,Full Range,2010,2023,-0.08,-0.12,-0.06,1,-5.476,0,***,"2010~2023
-0.08(-0.12~-0.06)***",2010~2023,-0.08 (-0.12~-0.06),1,1
Central African Republic,1,Full Range,2010,2023,-1.22,-1.36,-1.08,1,-16.955,0,***,"2010~2023
-1.22(-1.36~-1.08)***",2010~2023,-1.22 (-1.36~-1.08),1,1
Chad,1,Full Range,2010,2023,-3.07,-3.12,-3.03,1,-128.259,0,***,"2010~2023
-3.07(-3.12~-3.03)***",2010~2023,-3.07 (-3.12~-3.03),1,1
Chile,1,Full Range,2010,2023,-2.19,-2.22,-2.16,1,-157.512,0,***,"2010~2023
-2.19(-2.22~-2.16)***",2010~2023,-2.19 (-2.22~-2.16),1,1
China,1,Full Range,2010,2023,-0.03,-0.04,-0.01,1,-4.471,0,***,"2010~2023
-0.03(-0.04~-0.01)***",2010~2023,-0.03 (-0.04~-0.01),1,1
Colombia,0,Full Range,2010,2023,-2.89,-2.95,-2.84,1,-113.91,0,***,"2010~2023
-2.89(-2.95~-2.84)***",2010~2023,-2.89 (-2.95~-2.84),1,0
Comoros,1,Full Range,2010,2023,-1.9,-1.99,-1.8,1,-40.084,0,***,"2010~2023
-1.90(-1.99~-1.80)***",2010~2023,-1.90 (-1.99~-1.80),1,1
Congo,1,Full Range,2010,2023,-2.4,-2.62,-2.19,1,-21.458,0,***,"2010~2023
-2.40(-2.62~-2.19)***",2010~2023,-2.40 (-2.62~-2.19),1,1
Cook Islands,1,Full Range,2010,2023,-1,-1.03,-0.97,1,-65.161,0,***,"2010~2023
-1.00(-1.03~-0.97)***",2010~2023,-1.00 (-1.03~-0.97),1,1
Costa Rica,1,Full Range,2010,2023,-2.53,-2.63,-2.44,1,-52.071,0,***,"2010~2023
-2.53(-2.63~-2.44)***",2010~2023,-2.53 (-2.63~-2.44),1,1
Croatia,1,Full Range,2010,2023,-2.58,-2.66,-2.49,1,-60.809,0,***,"2010~2023
-2.58(-2.66~-2.49)***",2010~2023,-2.58 (-2.66~-2.49),1,1
Cuba,1,Full Range,2010,2023,-2.35,-2.39,-2.31,1,-120.829,0,***,"2010~2023
-2.35(-2.39~-2.31)***",2010~2023,-2.35 (-2.39~-2.31),1,1
Cyprus,1,Full Range,2010,2023,-2.19,-2.25,-2.13,1,-72.909,0,***,"2010~2023
-2.19(-2.25~-2.13)***",2010~2023,-2.19 (-2.25~-2.13),1,1
Czechia,1,Full Range,2010,2023,-2.14,-2.21,-2.06,1,-56.922,0,***,"2010~2023
-2.14(-2.21~-2.06)***",2010~2023,-2.14 (-2.21~-2.06),1,1
Côte d'Ivoire,1,Full Range,2010,2023,-3.67,-3.7,-3.63,1,-206.54,0,***,"2010~2023
-3.67(-3.70~-3.63)***",2010~2023,-3.67 (-3.70~-3.63),1,1
Democratic People's Republic of Korea,1,Full Range,2010,2023,-1.72,-1.77,-1.68,1,-73.682,0,***,"2010~2023
-1.72(-1.77~-1.68)***",2010~2023,-1.72 (-1.77~-1.68),1,1
Democratic Republic of the Congo,1,Full Range,2010,2023,-2.32,-2.48,-2.16,1,-27.406,0,***,"2010~2023
-2.32(-2.48~-2.16)***",2010~2023,-2.32 (-2.48~-2.16),1,1
Denmark,1,Full Range,2010,2023,-2.21,-2.26,-2.17,1,-93.029,0,***,"2010~2023
-2.21(-2.26~-2.17)***",2010~2023,-2.21 (-2.26~-2.17),1,1
Djibouti,1,Full Range,2010,2023,-3.75,-3.82,-3.68,1,-105.492,0,***,"2010~2023
-3.75(-3.82~-3.68)***",2010~2023,-3.75 (-3.82~-3.68),1,1
Dominica,1,Full Range,2010,2023,-1.83,-1.9,-1.77,1,-56.146,0,***,"2010~2023
-1.83(-1.90~-1.77)***",2010~2023,-1.83 (-1.90~-1.77),1,1
Dominican Republic,1,Full Range,2010,2023,-2.12,-2.17,-2.08,1,-91.088,0,***,"2010~2023
-2.12(-2.17~-2.08)***",2010~2023,-2.12 (-2.17~-2.08),1,1
Ecuador,1,Full Range,2010,2023,-2.83,-2.92,-2.74,1,-60.945,0,***,"2010~2023
-2.83(-2.92~-2.74)***",2010~2023,-2.83 (-2.92~-2.74),1,1
Egypt,1,Full Range,2010,2023,-1.8,-1.84,-1.77,1,-104.992,0,***,"2010~2023
-1.80(-1.84~-1.77)***",2010~2023,-1.80 (-1.84~-1.77),1,1
El Salvador,1,Full Range,2010,2023,-2.47,-2.58,-2.37,1,-44.862,0,***,"2010~2023
-2.47(-2.58~-2.37)***",2010~2023,-2.47 (-2.58~-2.37),1,1
Equatorial Guinea,1,Full Range,2010,2023,-2.59,-2.81,-2.38,1,-23.147,0,***,"2010~2023
-2.59(-2.81~-2.38)***",2010~2023,-2.59 (-2.81~-2.38),1,1
Eritrea,1,Full Range,2010,2023,-2.19,-2.25,-2.13,1,-74.986,0,***,"2010~2023
-2.19(-2.25~-2.13)***",2010~2023,-2.19 (-2.25~-2.13),1,1
Estonia,1,Full Range,2010,2023,-2.5,-2.58,-2.41,1,-54.532,0,***,"2010~2023
-2.50(-2.58~-2.41)***",2010~2023,-2.50 (-2.58~-2.41),1,1
Eswatini,1,Full Range,2010,2023,-2.77,-2.88,-2.65,1,-46.264,0,***,"2010~2023
-2.77(-2.88~-2.65)***",2010~2023,-2.77 (-2.88~-2.65),1,1
Ethiopia,1,Full Range,2010,2023,-0.54,-0.57,-0.5,1,-28.813,0,***,"2010~2023
-0.54(-0.57~-0.50)***",2010~2023,-0.54 (-0.57~-0.50),1,1
Fiji,1,Full Range,2010,2023,-0.65,-0.67,-0.63,1,-59.871,0,***,"2010~2023
-0.65(-0.67~-0.63)***",2010~2023,-0.65 (-0.67~-0.63),1,1
Finland,1,Full Range,2010,2023,-2.19,-2.24,-2.13,1,-79.214,0,***,"2010~2023
-2.19(-2.24~-2.13)***",2010~2023,-2.19 (-2.24~-2.13),1,1
France,1,Full Range,2010,2023,-2.28,-2.32,-2.24,1,-108.785,0,***,"2010~2023
-2.28(-2.32~-2.24)***",2010~2023,-2.28 (-2.32~-2.24),1,1
Gabon,1,Full Range,2010,2023,-2.78,-3.02,-2.53,1,-22.093,0,***,"2010~2023
-2.78(-3.02~-2.53)***",2010~2023,-2.78 (-3.02~-2.53),1,1
Gambia,1,Full Range,2010,2023,-3.51,-3.55,-3.47,1,-159.733,0,***,"2010~2023
-3.51(-3.55~-3.47)***",2010~2023,-3.51 (-3.55~-3.47),1,1
Georgia,1,Full Range,2010,2023,-2.31,-2.47,-2.14,1,-27.555,0,***,"2010~2023
-2.31(-2.47~-2.14)***",2010~2023,-2.31 (-2.47~-2.14),1,1
Germany,1,Full Range,2010,2023,-2.06,-2.09,-2.03,1,-123.824,0,***,"2010~2023
-2.06(-2.09~-2.03)***",2010~2023,-2.06 (-2.09~-2.03),1,1
Ghana,1,Full Range,2010,2023,-3.5,-3.57,-3.44,1,-109.329,0,***,"2010~2023
-3.50(-3.57~-3.44)***",2010~2023,-3.50 (-3.57~-3.44),1,1
Greece,1,Full Range,2010,2023,-1.68,-1.74,-1.62,1,-54.163,0,***,"2010~2023
-1.68(-1.74~-1.62)***",2010~2023,-1.68 (-1.74~-1.62),1,1
Greenland,1,Full Range,2010,2023,-0.77,-0.84,-0.69,1,-20.978,0,***,"2010~2023
-0.77(-0.84~-0.69)***",2010~2023,-0.77 (-0.84~-0.69),1,1
Grenada,1,Full Range,2010,2023,-2.39,-2.43,-2.34,1,-111.918,0,***,"2010~2023
-2.39(-2.43~-2.34)***",2010~2023,-2.39 (-2.43~-2.34),1,1
Guam,1,Full Range,2010,2023,-0.24,-0.31,-0.17,1,-7.166,0,***,"2010~2023
-0.24(-0.31~-0.17)***",2010~2023,-0.24 (-0.31~-0.17),1,1
Guatemala,1,Full Range,2010,2023,-2.16,-2.24,-2.07,1,-48.588,0,***,"2010~2023
-2.16(-2.24~-2.07)***",2010~2023,-2.16 (-2.24~-2.07),1,1
Guinea,1,Full Range,2010,2023,-3.23,-3.27,-3.18,1,-149.931,0,***,"2010~2023
-3.23(-3.27~-3.18)***",2010~2023,-3.23 (-3.27~-3.18),1,1
Guinea-Bissau,1,Full Range,2010,2023,-3.26,-3.3,-3.21,1,-131.873,0,***,"2010~2023
-3.26(-3.30~-3.21)***",2010~2023,-3.26 (-3.30~-3.21),1,1
Guyana,1,Full Range,2010,2023,-2.57,-2.73,-2.4,1,-30.352,0,***,"2010~2023
-2.57(-2.73~-2.40)***",2010~2023,-2.57 (-2.73~-2.40),1,1
Haiti,1,Full Range,2010,2023,-1.64,-1.66,-1.62,1,-167.932,0,***,"2010~2023
-1.64(-1.66~-1.62)***",2010~2023,-1.64 (-1.66~-1.62),1,1
Honduras,1,Full Range,2010,2023,-2.04,-2.1,-1.97,1,-60.008,0,***,"2010~2023
-2.04(-2.10~-1.97)***",2010~2023,-2.04 (-2.10~-1.97),1,1
Hungary,0,Full Range,2010,2023,-2.59,-2.65,-2.52,1,-86.417,0,***,"2010~2023
-2.59(-2.65~-2.52)***",2010~2023,-2.59 (-2.65~-2.52),1,0
Iceland,0,Full Range,2010,2023,-1.95,-1.97,-1.93,1,-215.122,0,***,"2010~2023
-1.95(-1.97~-1.93)***",2010~2023,-1.95 (-1.97~-1.93),1,0
India,1,Full Range,2010,2023,-0.11,-0.19,-0.03,1,-2.736,0.006,**,"2010~2023
-0.11(-0.19~-0.03)**",2010~2023,-0.11 (-0.19~-0.03),1,1
Indonesia,1,Full Range,2010,2023,-0.54,-0.56,-0.52,1,-59.445,0,***,"2010~2023
-0.54(-0.56~-0.52)***",2010~2023,-0.54 (-0.56~-0.52),1,1
Iran (Islamic Republic of),1,Full Range,2010,2023,-0.68,-0.72,-0.63,1,-30.321,0,***,"2010~2023
-0.68(-0.72~-0.63)***",2010~2023,-0.68 (-0.72~-0.63),1,1
Iraq,1,Full Range,2010,2023,-2.91,-2.95,-2.86,1,-123.459,0,***,"2010~2023
-2.91(-2.95~-2.86)***",2010~2023,-2.91 (-2.95~-2.86),1,1
Ireland,1,Full Range,2010,2023,-2.37,-2.41,-2.34,1,-131.817,0,***,"2010~2023
-2.37(-2.41~-2.34)***",2010~2023,-2.37 (-2.41~-2.34),1,1
